Purchase Order Number,Property,Description,GL Account,Unit Name,Vendor,Approval Status,Last Approver,Last Approved On,Created At,Required By,Order Submitted Date,Received,Completed,Sum of Bills,Amount,All Bills,Billed Amount (Line Item),Property Name
14381,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",FINAL CLEANING,6251 - Cleaning Services,233,"Evolution Ventures, LLC",Exempt,,,02/03/2025,02/03/2025,,No,No,120.00,120.00,120.00,120.00,Castle Creek Apartments
14396,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","HP 24 23.8"" ALL IN ONE DESKTOP COMPUTER",7420 - Office Supplies,Castle Creek Apartments,QUILL.COM,Approved,Linda Villegas,02/04/2025,02/04/2025,02/07/2025,,No,No,684.71,684.71,684.71,,Castle Creek Apartments
14396,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",CISCO BUSINESS WIFI EXTENDER,7420 - Office Supplies,Castle Creek Apartments,QUILL.COM,Approved,Linda Villegas,02/04/2025,02/04/2025,02/07/2025,,No,No,684.71,151.19,684.71,,Castle Creek Apartments
14431,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",Lititgation Cases Castle Creek 30.60hrs,7610 - Legal Expenses,Castle Creek Apartments,Bauer Law Offices,Approved,Morde Benzaquen,03/31/2025,02/05/2025,,,No,No,"16,455.00","7,650.00",16455.00,"7,650.00",Castle Creek Apartments
14431,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",Court Appearance 2/6/25 :,7610 - Legal Expenses,Castle Creek Apartments,Bauer Law Offices,Approved,Morde Benzaquen,03/31/2025,02/05/2025,,,No,No,"16,455.00",727.50,16455.00,727.50,Castle Creek Apartments
14450,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",DOOR KNOCKER WITH VIEWER 180* SATIN NICKEL,6730 - Supplies Repairs and Maintenance,Castle Creek Apartments,Chadwell Supply,Exempt,,,02/05/2025,02/06/2025,,Yes,Yes,220.80,220.80,220.80,220.80,Castle Creek Apartments
14451,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",GRANDMA'S COOKIES 32 VARITY PACK,7420 - Office Supplies,Castle Creek Apartments,QUILL.COM,Pending (1 of 1),Robert Jones,02/05/2025,02/05/2025,02/07/2025,,No,No,,42.10,,,Castle Creek Apartments
14451,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",NABISCO COOKIES 60 CT.,7420 - Office Supplies,Castle Creek Apartments,QUILL.COM,Pending (1 of 1),Robert Jones,02/05/2025,02/05/2025,02/07/2025,,No,No,,46.43,,,Castle Creek Apartments
14451,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",FRITO LAYS VARIETY CORN CHIPS,7420 - Office Supplies,Castle Creek Apartments,QUILL.COM,Pending (1 of 1),Robert Jones,02/05/2025,02/05/2025,02/07/2025,,No,No,,125.26,,,Castle Creek Apartments
14451,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",WATER,7420 - Office Supplies,Castle Creek Apartments,QUILL.COM,Pending (1 of 1),Robert Jones,02/05/2025,02/05/2025,02/07/2025,,No,No,,80.31,,,Castle Creek Apartments
14451,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",GATORADE,7420 - Office Supplies,Castle Creek Apartments,QUILL.COM,Pending (1 of 1),Robert Jones,02/05/2025,02/05/2025,02/07/2025,,No,No,,118.78,,,Castle Creek Apartments
14474,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",Appliances,"1410 - Appliances, Furniture and Equipment",046,Deslu Construction LLC,Pending (1 of 2),,,02/06/2025,,,No,No,,"1,605.32",,,Castle Creek Apartments
14474,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","FULL PAINT, RESURFACE KITCHEN COUNTERTOPS AND CABINETS, LIGHT FIXTURES, REPLACE BATHROOM AND KITCHEN FAUCETS, GCFI REPLACE LAUNDRY DOUBLE DOOR, RESURFACE BATHTUB ENCLOSURE AND VANITY, CHANGE TOILET SEAT, FLOORING, FINAL CLEANING.",1405 - Building Improvements,046,Deslu Construction LLC,Pending (1 of 2),,,02/06/2025,,,No,No,,"5,550.00",,,Castle Creek Apartments
14475,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",Appliances,"1410 - Appliances, Furniture and Equipment",024,Deslu Construction LLC,Pending (1 of 2),,,02/06/2025,,,No,No,,"1,650.32",,,Castle Creek Apartments
14475,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","FULL PAINT, RESURFACE KITCHEN COUNTERTOPS AND CABINETS, GCFI, KITCHEN AND BATHROOM FAUCETS, OUTLETS, LAUNDRY ROOM DOOR REPLACEMENT, L/R BLINDS, LIGHT FIXTURES, ADD TRIM TO BOTTOM OF BATHROOM VANITY AND PAINT, ADD SCREWS TO ELECTRICAL PANEL BOX FLOORING, F",1405 - Building Improvements,024,Deslu Construction LLC,Pending (1 of 2),,,02/06/2025,,,No,No,,"5,325.00",,,Castle Creek Apartments
14476,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","STAINLESS STEEL APPLIANCES REFRIGERATOR, STOVE, DISHWASHER, RANGEHOOD AND ALL POWER CORDS AND SUPPLY LINES","1410 - Appliances, Furniture and Equipment",228,Deslu Construction LLC,Approved,Justin Lichtman,03/13/2025,02/06/2025,03/17/2025,,No,No,"7,829.26","1,650.32","6180.00, 1649.26",,Castle Creek Apartments
14476,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","FULL PAINT, RESURFACE KITCHEN COUNTER TOPS AND CABINETS, GCFI, KITCHEN AND BATHROOM FAUCETS, BEDROOM BLINDS, LIGHT FIXTURES, RESURFACE BATHTUB ENCLOSURE AND VANITY, TOILET SEAT REPLACEMENT, SUBFLOOR REPAIR IN KITCHEN AND BEDROOM POSSIBLY MORE THROUGHOUT,",1405 - Building Improvements,228,Deslu Construction LLC,Approved,Justin Lichtman,03/13/2025,02/06/2025,03/17/2025,,No,No,"7,829.26","6,180.00","6180.00, 1649.26","6,180.00",Castle Creek Apartments
14477,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","STAINLESS STEEL APPLIANCES REFRIGERATOR, STOVE, DISHWASHER, RANGEHOOD AND ALL POWER CORDS AND SUPPLY LINES","1410 - Appliances, Furniture and Equipment",206,Deslu Construction LLC,Approved,Justin Lichtman,03/13/2025,02/06/2025,03/17/2025,,No,No,"6,963.26","1,650.32","5314.00, 1649.26",,Castle Creek Apartments
14477,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","FULL PAINT, RESURFACE KITCHEN COUNTERTOS AND CABINETS, GCFI, KITCHEN AND BATHROOM FAUCETS, LIGHT FIXTURES, L/R BLINDS, RESURFACE BATHTUB ENCLOSURE AND VANITY, REPLACE TOILET, FLOOR DIPS IN FRONT OF KITCHEN BAR UNDER CARPET POSIBLE SUB FLOOR ISSUES, FLOOIN",1405 - Building Improvements,206,Deslu Construction LLC,Approved,Justin Lichtman,03/13/2025,02/06/2025,03/17/2025,,No,No,"6,963.26","5,314.00","5314.00, 1649.26","5,314.00",Castle Creek Apartments
14478,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",Appliances,"1410 - Appliances, Furniture and Equipment",246,Deslu Construction LLC,Pending (1 of 2),,,02/06/2025,,,No,No,,"1,650.32",,,Castle Creek Apartments
14478,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","FULL PAINT, RESURFACE KITCHEN COUNTERTOPS AND CABINETS, GCFI LIGHTS FIXTURES, RESURFACE BATHTUB ENCLOSURE AND VANITY, FLOORING FINAL CLEANING.",1405 - Building Improvements,246,Deslu Construction LLC,Pending (1 of 2),,,02/06/2025,,,No,No,,"5,130.00",,,Castle Creek Apartments
14479,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","FULL PAINT, RESURFACE KITCHEN COUNTERTOPS AND CABINETS, GCFI, LIGHT FIXTURES, TRIM AROND LAUNDRY BOX, RESURFACE BATHTUB ENCLOSURE AND VANITY, REPLACE BATHROOM DOOR, KITCHEN AND BATHROOM FAUCETS, FLOORING, FINAL CLEANING",1405 - Building Improvements,248,Deslu Construction LLC,Pending (1 of 2),,,02/06/2025,,,No,No,,"4,994.00",,,Castle Creek Apartments
14480,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","STAINLESS STEEL APPLIANCES REFRIGERATOR, STOVE, DISHWASHER, RANGEHOOD AND ALL POWER CORDS AND SUPPLY LINES","1410 - Appliances, Furniture and Equipment",207,Deslu Construction LLC,Approved,Justin Lichtman,03/13/2025,02/06/2025,03/17/2025,,No,No,"7,474.26","1,650.32","5825.00, 1649.26",,Castle Creek Apartments
14480,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","FULL PAINT, RESURFACE KITCHEN COUNTERTOPS AND CABINETS, GCFI, LIGHT FIXTURES, KITCHEN AND BATHROOM FAUCETS, LAUNDRY DOOR REPLACEMENTS, RESURFACE BATHTUB ENCLOSURE AND VANITY, FLOORING FINAL CLEANING,",1405 - Building Improvements,207,Deslu Construction LLC,Approved,Justin Lichtman,03/13/2025,02/06/2025,03/17/2025,,No,No,"7,474.26","5,825.00","5825.00, 1649.26","5,825.00",Castle Creek Apartments
14481,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","STAINLESS STEEL APPLIANCES REFRIGERATOR, STOVE, DISHWASHER, RANGEHOOD AND ALL POWER CORDS AND SUPPLY LINES","1410 - Appliances, Furniture and Equipment",257,Deslu Construction LLC,Approved,Justin Lichtman,03/13/2025,02/06/2025,,,No,No,"6,939.26","1,650.00","5290.00, 1649.26",,Castle Creek Apartments
14481,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","FULL PAINT, KITCHEN CEILING REPAIR, KITCHEN RESURFACE COUNTERTOPS AND CABINETS, GCFI, LIGHT FIXTURES REPLACE COAT CLOSET, CHANGE OUT FAUCETS, RESURFACE BATHTUB ENCLOSURE AND VANITY FLOORING FINAL CLEANING",1405 - Building Improvements,257,Deslu Construction LLC,Approved,Justin Lichtman,03/13/2025,02/06/2025,,,No,No,"6,939.26","5,290.00","5290.00, 1649.26","5,290.00",Castle Creek Apartments
14483,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","STAINLESS STEEL APPLIANCES REFRIGERATOR, STOVE, DISHWASHER, RANGEHOOD AND ALL POWER CORDS AND SUPPLY LINES","1410 - Appliances, Furniture and Equipment",263,Deslu Construction LLC,Approved,Justin Lichtman,03/13/2025,02/06/2025,03/17/2025,,No,No,"6,474.26","1,650.32","4825.00, 1649.26",,Castle Creek Apartments
14483,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","PAINT, RESURFACE KITCHEN COUNTERTOPS AND CABINETS, SHEETROCK REPAIR IN KITCHEN RESURFACCE BATHTUB ENCLOSURE AND VANITY CHANGE BATHROOM FAUCET, LIGHT FIXTURES, FLOORING FINAL CLEANING",1405 - Building Improvements,263,Deslu Construction LLC,Approved,Justin Lichtman,03/13/2025,02/06/2025,03/17/2025,,No,No,"6,474.26","4,825.00","4825.00, 1649.26","4,825.00",Castle Creek Apartments
14484,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","STAINLESS STEEL APPLIANCES REFRIGERATOR, STOVE, DISHWASHER, RANGEHOOD AND ALL POWER CORDS AND SUPPLY LINES","1410 - Appliances, Furniture and Equipment",234,Deslu Construction LLC,Approved,Justin Lichtman,03/13/2025,02/06/2025,03/17/2025,,No,No,"6,764.26","1,650.32","5115.00, 1649.26",,Castle Creek Apartments
14484,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","FULL PAINT, RESURFACE KITCHEN COUNTERTOPS/REBUILD & PAINT CABINETS, CHANGE GCFI, RESURFACE BATHTUB ENCLOSURE AND VANITY REPLACE LIGHT FIXTURES FLOORING, FINAL CLEANING",1405 - Building Improvements,234,Deslu Construction LLC,Approved,Justin Lichtman,03/13/2025,02/06/2025,03/17/2025,,No,No,"6,764.26","5,115.00","5115.00, 1649.26","5,115.00",Castle Creek Apartments
14500,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",SW AGREEABLE GRAY PAINT,6730 - Supplies Repairs and Maintenance,Castle Creek Apartments,PPG Paints,Exempt,,,02/06/2025,,,Yes,Yes,307.80,223.56,307.80,223.56,Castle Creek Apartments
14500,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",PP INT LTX S/G WPB 12-510OXI B500 WHITE PAINT,,Castle Creek Apartments,PPG Paints,Exempt,,,02/06/2025,,,Yes,Yes,307.80,84.24,307.80,84.24,Castle Creek Apartments
14515,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","Febreze Fade Defy PLUG Air Freshener Refill, Mediterranean Lavender Scent",7420 - Office Supplies,Castle Creek Apartments,QUILL.COM,Exempt,,,02/07/2025,02/10/2025,,Yes,No,153.25,153.25,153.25,153.25,Castle Creek Apartments
14518,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","CODE COMPLIANCE INSPECTION : 20% The property is located at 2435 Aylesbury Loop Decatur, GA. 30034 A Commercial Inspection Includes the common applicable areas: Interior of the Building -Walls, ceilings, and floors. Doors and windows. The exterior of the",7621 - Supervision - Inspection,Castle Creek Apartments,USA Building Inspections,Approved,Justin Lichtman,02/07/2025,02/07/2025,02/10/2025,,No,No,"4,200.00","4,200.00",4200.00,,Castle Creek Apartments
14522,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",ALARM NOT WORKING POWER DOWN AND PANEL NOT RESPONDING,6330 - Fire Safety,Castle Creek Apartments,CINTAS FIRE PROTECTION,Approved,Linda Villegas,02/07/2025,02/07/2025,02/07/2025,,Yes,Yes,573.90,441.50,573.90,441.50,Castle Creek Apartments
14522,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",SERVICE CHARGE,,Castle Creek Apartments,CINTAS FIRE PROTECTION,Approved,Linda Villegas,02/07/2025,02/07/2025,02/07/2025,,Yes,Yes,573.90,132.40,573.90,132.40,Castle Creek Apartments
14527,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",DEKALB BUSINESS REGISTRATION 2025 RENEWAL APPLICATION TAXES,7466 - License & Corporate Fee,Castle Creek Apartments,DEKALB COUNTY TAX COMMISSIONER,Approved,Justin Lichtman,02/10/2025,02/07/2025,,,No,No,"4,051.31","4,048.31",4051.31,"4,051.31",Castle Creek Apartments
14539,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",FLOORING LUXURY VINYL PLANKSPC,1405 - Building Improvements,189,Deslu Construction LLC,Pending (1 of 2),Eli Meyer,02/11/2025,02/07/2025,02/07/2025,,No,No,,"2,410.00",,,Castle Creek Apartments
14539,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",REAL FLOORS VIYNL TAKE UP AND LVP INSTALL,1405 - Building Improvements,189,Deslu Construction LLC,Pending (1 of 2),Eli Meyer,02/11/2025,02/07/2025,02/07/2025,,No,No,,"2,588.10",,,Castle Creek Apartments
14563,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",RESURFACE BATHTUB AND ENCLOSURE,1405 - Building Improvements,189,Reynolds Restoration Group,Approved,Linda Villegas,02/10/2025,02/10/2025,02/11/2025,,Yes,Yes,530.00,250.00,530.00,250.00,Castle Creek Apartments
14563,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",CHEMICAL WASH BATHTUB AND ENCLOSURE,1405 - Building Improvements,189,Reynolds Restoration Group,Approved,Linda Villegas,02/10/2025,02/10/2025,02/11/2025,,Yes,Yes,530.00,110.00,530.00,110.00,Castle Creek Apartments
14563,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",STRIP CHARGE,1405 - Building Improvements,189,Reynolds Restoration Group,Approved,Linda Villegas,02/10/2025,02/10/2025,02/11/2025,,Yes,Yes,530.00,50.00,530.00,50.00,Castle Creek Apartments
14563,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",RESURFACE BATHROOM VANITY,1405 - Building Improvements,189,Reynolds Restoration Group,Approved,Linda Villegas,02/10/2025,02/10/2025,02/11/2025,,Yes,Yes,530.00,75.00,530.00,75.00,Castle Creek Apartments
14563,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",RESURFACE BATHROOM SINK,1405 - Building Improvements,189,Reynolds Restoration Group,Approved,Linda Villegas,02/10/2025,02/10/2025,02/11/2025,,Yes,Yes,530.00,45.00,530.00,45.00,Castle Creek Apartments
14565,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","AMANA LARGE CAPACITY 24"" DISHWASHER STAINLESSN STEELN","1410 - Appliances, Furniture and Equipment",097,Chadwell Supply,Approved,Justin Lichtman,02/11/2025,02/10/2025,02/11/2025,,Yes,Yes,"1,650.32",340.19,1650.32,340.19,Castle Creek Apartments
14565,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","AMANA 30"" STANDARD ELECTRIC RANGE STAINLESS STEEL","1410 - Appliances, Furniture and Equipment",097,Chadwell Supply,Approved,Justin Lichtman,02/11/2025,02/10/2025,02/11/2025,,Yes,Yes,"1,650.32",567.00,1650.32,567.00,Castle Creek Apartments
14565,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",AMANA ENERGY STAR 18.0 CU FT REFRIGERATOR,"1410 - Appliances, Furniture and Equipment",097,Chadwell Supply,Approved,Justin Lichtman,02/11/2025,02/10/2025,02/11/2025,,Yes,Yes,"1,650.32",626.40,1650.32,626.40,Castle Creek Apartments
14565,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","30"" DUCTLESS RANGEHOOD STAINLESS STEEL","1410 - Appliances, Furniture and Equipment",097,Chadwell Supply,Approved,Justin Lichtman,02/11/2025,02/10/2025,02/11/2025,,Yes,Yes,"1,650.32",85.32,1650.32,85.32,Castle Creek Apartments
14565,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",4 FT RANGE CORD 3 PRONG,,097,Chadwell Supply,Approved,Justin Lichtman,02/11/2025,02/10/2025,02/11/2025,,Yes,Yes,"1,650.32",18.34,1650.32,18.34,Castle Creek Apartments
14565,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","3/8"" COMP X 3/8"" MIP ELBOW X 72"" STAINLESS STEEL DISHWASHER SUPLY LINE WITH ADAPTOR","1410 - Appliances, Furniture and Equipment",097,Chadwell Supply,Approved,Justin Lichtman,02/11/2025,02/10/2025,02/11/2025,,Yes,Yes,"1,650.32",13.07,1650.32,13.07,Castle Creek Apartments
14578,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",ALPHA PLUMBING OPENED WALL & STACK CABLED LINE TO CLEAR GREASE AND FOOD BLOCKAGE,6210 - Repair,189,Alpha Plumbing Inc,Exempt,,,02/10/2025,02/10/2025,,Yes,Yes,275.00,275.00,275.00,275.00,Castle Creek Apartments
14599,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",RESURFACE BATHTUB AND ENCLOSURE,1405 - Building Improvements,102,Reynolds Restoration Group,Approved,Linda Villegas,02/18/2025,02/11/2025,02/11/2025,,Yes,Yes,"1,235.00",500.00,1235.00,500.00,Castle Creek Apartments
14599,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",CHEMICAL WASH BATHTUB,1405 - Building Improvements,102,Reynolds Restoration Group,Approved,Linda Villegas,02/18/2025,02/11/2025,02/11/2025,,Yes,Yes,"1,235.00",220.00,1235.00,220.00,Castle Creek Apartments
14599,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",STRIP CHARGE TUBS,1405 - Building Improvements,102,Reynolds Restoration Group,Approved,Linda Villegas,02/18/2025,02/11/2025,02/11/2025,,Yes,Yes,"1,235.00",100.00,1235.00,100.00,Castle Creek Apartments
14599,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",RESURFACE KITCHEN COUNTERTOPS AND BAR,1405 - Building Improvements,102,Reynolds Restoration Group,Approved,Linda Villegas,02/18/2025,02/11/2025,02/11/2025,,Yes,Yes,"1,235.00",175.00,1235.00,175.00,Castle Creek Apartments
14599,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",RESURFACE BATHROOM VANITY,1405 - Building Improvements,102,Reynolds Restoration Group,Approved,Linda Villegas,02/18/2025,02/11/2025,02/11/2025,,Yes,Yes,"1,235.00",150.00,1235.00,150.00,Castle Creek Apartments
14599,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",RESURFACE BATHROOM SINK,1405 - Building Improvements,102,Reynolds Restoration Group,Approved,Linda Villegas,02/18/2025,02/11/2025,02/11/2025,,Yes,Yes,"1,235.00",90.00,1235.00,90.00,Castle Creek Apartments
14601,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","AMANA LARGE CAPACITY 24"" DISHWASHER STAINLESS STEEL","1410 - Appliances, Furniture and Equipment",115,Chadwell Supply,Approved,Justin Lichtman,02/11/2025,02/11/2025,02/12/2025,,Yes,Yes,"1,650.32",340.19,1650.32,340.19,Castle Creek Apartments
14601,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","AMANA 30"" STANDARD ELECTRIC RANGE STAINLESS STEEL","1410 - Appliances, Furniture and Equipment",115,Chadwell Supply,Approved,Justin Lichtman,02/11/2025,02/11/2025,02/12/2025,,Yes,Yes,"1,650.32",567.00,1650.32,567.00,Castle Creek Apartments
14601,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",AMANA ENERGY START 18.0 CU FT REFRIGERATOR STAINLESS STEEL,"1410 - Appliances, Furniture and Equipment",115,Chadwell Supply,Approved,Justin Lichtman,02/11/2025,02/11/2025,02/12/2025,,Yes,Yes,"1,650.32",626.40,1650.32,626.40,Castle Creek Apartments
14601,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","30"" DUCTLESS RANGEHOOD STAINLESS STEEL","1410 - Appliances, Furniture and Equipment",115,Chadwell Supply,Approved,Justin Lichtman,02/11/2025,02/11/2025,02/12/2025,,Yes,Yes,"1,650.32",85.32,1650.32,85.32,Castle Creek Apartments
14601,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",4 FT RANGE CORD 3 PRONG,"1410 - Appliances, Furniture and Equipment",115,Chadwell Supply,Approved,Justin Lichtman,02/11/2025,02/11/2025,02/12/2025,,Yes,Yes,"1,650.32",18.34,1650.32,18.34,Castle Creek Apartments
14601,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","3/8"" COMP X 3/8"" MIP ELBOW X 72"" STAINLESS STEEL DISHWASHER SUPPLY LINE WITH ADAPTER","1410 - Appliances, Furniture and Equipment",115,Chadwell Supply,Approved,Justin Lichtman,02/11/2025,02/11/2025,02/12/2025,,Yes,Yes,"1,650.32",13.07,1650.32,13.07,Castle Creek Apartments
14603,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",Court Settlement - Castle Creek,7610 - Legal Expenses,Castle Creek Apartments,,Approved,Morde Benzaquen,03/17/2025,02/11/2025,,,No,No,"1,960.00","1,945.00",1960.00,,Castle Creek Apartments
14604,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",1/3HP EWD1 GARBAGE DISPOSER WITHOUT CORD,1405 - Building Improvements,Castle Creek Apartments,Chadwell Supply,Approved,Linda Villegas,02/13/2025,02/11/2025,02/12/2025,,Yes,Yes,432.43,432.43,432.43,432.43,Castle Creek Apartments
14633,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",FINAL CLEANING,6251 - Cleaning Services,130,EVOLUTION REINFORCING LLC,Exempt,,,02/12/2025,02/12/2025,,Yes,Yes,120.00,120.00,120.00,120.00,Castle Creek Apartments
14639,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",RESURFACE BATHTUB AND ENCLOSURE,1405 - Building Improvements,220,Reynolds Restoration Group,Approved,Linda Villegas,02/12/2025,02/12/2025,02/13/2025,,Yes,Yes,250.00,250.00,250.00,250.00,Castle Creek Apartments
14640,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",MAILBOX LOCK AND KEY 4C/ CBU K91910,1405 - Building Improvements,Castle Creek Apartments,Onsight Industries. LLC.,Approved,Linda Villegas,02/18/2025,02/12/2025,02/12/2025,,No,No,588.60,540.00,588.60,540.00,Castle Creek Apartments
14640,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",SHIPPING DIRECTLY TO CLIENT,1405 - Building Improvements,Castle Creek Apartments,Onsight Industries. LLC.,Approved,Linda Villegas,02/18/2025,02/12/2025,02/12/2025,,No,No,588.60,48.60,588.60,48.60,Castle Creek Apartments
14654,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","AMANA LARGE CAPACITY 24"" DISHWASHER STAINLESS STEEL","1410 - Appliances, Furniture and Equipment",100,Chadwell Supply,Approved,Justin Lichtman,02/12/2025,02/12/2025,02/13/2025,,Yes,Yes,"1,650.32",340.19,1650.32,340.19,Castle Creek Apartments
14654,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","AMANA 30"" STANDARD ELECTRIC RANGE STAINLESS STEEL","1410 - Appliances, Furniture and Equipment",100,Chadwell Supply,Approved,Justin Lichtman,02/12/2025,02/12/2025,02/13/2025,,Yes,Yes,"1,650.32",567.00,1650.32,567.00,Castle Creek Apartments
14654,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",AMANA ENERGY STAR 18.0 CU FT REFRIGERATOR STAINLESS STEEL,"1410 - Appliances, Furniture and Equipment",100,Chadwell Supply,Approved,Justin Lichtman,02/12/2025,02/12/2025,02/13/2025,,Yes,Yes,"1,650.32",626.40,1650.32,626.40,Castle Creek Apartments
14654,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","30"" DUCTLESS RANGEHOOD STAINLESS STEEL","1410 - Appliances, Furniture and Equipment",100,Chadwell Supply,Approved,Justin Lichtman,02/12/2025,02/12/2025,02/13/2025,,Yes,Yes,"1,650.32",85.32,1650.32,85.32,Castle Creek Apartments
14654,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",4 FT RANGE CORD 3- PRONG,"1410 - Appliances, Furniture and Equipment",100,Chadwell Supply,Approved,Justin Lichtman,02/12/2025,02/12/2025,02/13/2025,,Yes,Yes,"1,650.32",18.34,1650.32,18.34,Castle Creek Apartments
14654,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034","3/8"" COMP X 3/8"" MIP ELBOW X 72"" STAINLESS STEELN DISHWASHER SUPPLY LINE WITH ADAPTER",,100,Chadwell Supply,Approved,Justin Lichtman,02/12/2025,02/12/2025,02/13/2025,,Yes,Yes,"1,650.32",13.07,1650.32,13.07,Castle Creek Apartments
14698,"Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",DESIGNER COVER UP 1 GANG TOGGLE PLATE 10/PK WHITE,6730 - Supplies Repairs and Maintenance,Castle Creek Apartments,Chadwell Supply,Approved,Linda Villegas,02/13/2025,02/13/2025,02/14/2025,,Yes,Yes,444.43,147.26,444.43,147.26,Castle Creek Apartments
