Reference,Bill Date,Due Date,GL Account,Property,Unit,Payee Name,Paid,Unpaid,Check #,Paid Date,Description,Work Order Issue,Approval Status,Property Name,GL Account Name
INV 008075865,08/02/2024,09/01/2024,"1410 - Appliances, Furniture and Equipment","Roselea Manor Apartments - 2714 Ridgewood Ave Sanford, FL 32773",70,Chadwell Supply,"1,752.66",0.00,9999,08/08/2024,New Air Handler & Condenser Unit - Brother,,Approved,Roselea Manor Apartments,"Appliances, Furniture and Equipment"
2400697 / WG67503536,08/02/2024,08/02/2024,"1410 - Appliances, Furniture and Equipment","Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",,HOME DEPOT CREDIT CARD SERVICES,107.80,0.00,9999,08/17/2024,3 YR PROTECTION PLAN,,Exempt,Park Creek Apartments,"Appliances, Furniture and Equipment"
2901048 / WG67503536,08/02/2024,08/02/2024,"1410 - Appliances, Furniture and Equipment","Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",,HOME DEPOT CREDIT CARD SERVICES,243.23,0.00,9999,08/17/2024,2- BLOWERS,,Exempt,Park Creek Apartments,"Appliances, Furniture and Equipment"
2684586 / WG67503536,08/02/2024,08/02/2024,"1410 - Appliances, Furniture and Equipment","Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",,HOME DEPOT CREDIT CARD SERVICES,37.24,0.00,9999,08/17/2024,2 YEAR WARRANTY PLAN FOR 2 BLOWERS,,Exempt,Park Creek Apartments,"Appliances, Furniture and Equipment"
16108958-00,08/02/2024,09/16/2024,"1410 - Appliances, Furniture and Equipment","Woodridge Manor - 6575 W. Ocotillo Rd Glendale, AZ 85301",2030,Lowe's Pro Supply,688.79,0.00,9999,10/30/2024,New Appliances Turn Over,,Approved,Woodridge Manor,"Appliances, Furniture and Equipment"
1700197 / WG67503536,08/03/2024,08/03/2024,"1410 - Appliances, Furniture and Equipment","Park Creek Apartments - 2000 Bouldercrest Road SE Atlanta, GA 30316",,HOME DEPOT CREDIT CARD SERVICES,541.09,0.00,9999,08/17/2024,1 - PORTABLE DEHUMIDIFIER,,Approved,Park Creek Apartments,"Appliances, Furniture and Equipment"
16118216-00,08/03/2024,09/17/2024,"1410 - Appliances, Furniture and Equipment","Infinity Las Casitas Apartments LLC - 4444 W Ocotillo Rd. Glendale, AZ 85301",077,Lowe's Pro Supply,62.22,0.00,9999,09/04/2024,Fan,,Exempt,Infinity Las Casitas Apartments LLC,"Appliances, Furniture and Equipment"
INV 008083978,08/05/2024,09/04/2024,"1410 - Appliances, Furniture and Equipment","Roselea Manor Apartments - 2714 Ridgewood Ave Sanford, FL 32773",125,Chadwell Supply,519.37,0.00,9999,08/08/2024,Chadwell - New Stove & 3 prong cord,,Approved,Roselea Manor Apartments,"Appliances, Furniture and Equipment"
1922,08/05/2024,08/05/2024,"1410 - Appliances, Furniture and Equipment","Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",,EL ATOMO,375.00,0.00,5894-94B6,09/10/2024,used black fridge,,Exempt,Grove at Temple Terrace,"Appliances, Furniture and Equipment"
543191,08/06/2024,08/06/2024,"1410 - Appliances, Furniture and Equipment","Luna At Hollywood - 3600 Van Buren St Hollywood, FL 33021",02_205,"Calzadilla, Rubiel",150.00,0.00,C57D-744A,08/16/2024,Dishwasher,Dishwasher,Exempt,Luna At Hollywood,"Appliances, Furniture and Equipment"
543191-1,08/06/2024,08/06/2024,"1410 - Appliances, Furniture and Equipment","Luna At Hollywood - 3600 Van Buren St Hollywood, FL 33021",04_301,"Calzadilla, Rubiel",150.00,0.00,C57D-744A,08/16/2024,543191,Dishwasher,Exempt,Luna At Hollywood,"Appliances, Furniture and Equipment"
543191-2,08/06/2024,08/06/2024,"1410 - Appliances, Furniture and Equipment","Luna At Hollywood - 3600 Van Buren St Hollywood, FL 33021",04_405,"Calzadilla, Rubiel",150.00,0.00,C57D-744A,08/16/2024,Dishwasher,,Exempt,Luna At Hollywood,"Appliances, Furniture and Equipment"
543191-3,08/06/2024,08/06/2024,"1410 - Appliances, Furniture and Equipment","Luna At Hollywood - 3600 Van Buren St Hollywood, FL 33021",04_310,"Calzadilla, Rubiel",150.00,0.00,C57D-744A,08/16/2024,Dishwasher,,Exempt,Luna At Hollywood,"Appliances, Furniture and Equipment"
543190,08/06/2024,08/06/2024,"1410 - Appliances, Furniture and Equipment","Luna At Hollywood - 3600 Van Buren St Hollywood, FL 33021",04_310,"Calzadilla, Rubiel",295.00,0.00,C57D-744A,08/16/2024,Stove,,Exempt,Luna At Hollywood,"Appliances, Furniture and Equipment"
543190-1,08/06/2024,08/06/2024,"1410 - Appliances, Furniture and Equipment","Luna At Hollywood - 3600 Van Buren St Hollywood, FL 33021",04_410,"Calzadilla, Rubiel",295.00,0.00,C57D-744A,08/16/2024,Stove,,Exempt,Luna At Hollywood,"Appliances, Furniture and Equipment"
543190-2,08/06/2024,08/06/2024,"1410 - Appliances, Furniture and Equipment","Luna At Hollywood - 3600 Van Buren St Hollywood, FL 33021",01_210,"Calzadilla, Rubiel",295.00,0.00,C57D-744A,08/16/2024,Stove,Stove,Exempt,Luna At Hollywood,"Appliances, Furniture and Equipment"
543190-3,08/06/2024,08/06/2024,"1410 - Appliances, Furniture and Equipment","Luna At Hollywood - 3600 Van Buren St Hollywood, FL 33021",04_211,"Calzadilla, Rubiel",295.00,0.00,C57D-744A,08/16/2024,Stove,,Exempt,Luna At Hollywood,"Appliances, Furniture and Equipment"
543189,08/06/2024,08/06/2024,"1410 - Appliances, Furniture and Equipment","Luna At Hollywood - 3600 Van Buren St Hollywood, FL 33021",04_310,"Calzadilla, Rubiel",295.00,0.00,C57D-744A,08/16/2024,Fridge,,Exempt,Luna At Hollywood,"Appliances, Furniture and Equipment"
543189-1,08/06/2024,08/06/2024,"1410 - Appliances, Furniture and Equipment","Luna At Hollywood - 3600 Van Buren St Hollywood, FL 33021",01_102,"Calzadilla, Rubiel",295.00,0.00,C57D-744A,08/16/2024,Fridge,Freezer,Exempt,Luna At Hollywood,"Appliances, Furniture and Equipment"
543189-2,08/06/2024,08/06/2024,"1410 - Appliances, Furniture and Equipment","Luna At Hollywood - 3600 Van Buren St Hollywood, FL 33021",04_104,"Calzadilla, Rubiel",295.00,0.00,C57D-744A,08/16/2024,Fridge,Cockroaches,Exempt,Luna At Hollywood,"Appliances, Furniture and Equipment"
543189-3,08/06/2024,08/06/2024,"1410 - Appliances, Furniture and Equipment","Luna At Hollywood - 3600 Van Buren St Hollywood, FL 33021",04_211,"Calzadilla, Rubiel",295.00,0.00,C57D-744A,08/16/2024,Fridge,,Exempt,Luna At Hollywood,"Appliances, Furniture and Equipment"
543189-4,08/06/2024,08/06/2024,"1410 - Appliances, Furniture and Equipment","Luna At Hollywood - 3600 Van Buren St Hollywood, FL 33021",,"Calzadilla, Rubiel",295.00,0.00,C57D-744A,08/16/2024,Fridge,,Exempt,Luna At Hollywood,"Appliances, Furniture and Equipment"
INV 008091476,08/06/2024,09/05/2024,"1410 - Appliances, Furniture and Equipment","Roselea Manor Apartments - 2714 Ridgewood Ave Sanford, FL 32773",15,Chadwell Supply,640.93,0.00,9999,08/08/2024,Water Heater - UNIT 15,,Approved,Roselea Manor Apartments,"Appliances, Furniture and Equipment"
3096,08/08/2024,08/08/2024,"1410 - Appliances, Furniture and Equipment","Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",278,Appliance Source,"1,939.14",0.00,20AC-AEF4,09/12/2024,Appliances,,Approved,Castle Creek Apartments,"Appliances, Furniture and Equipment"
008101441,08/08/2024,09/07/2024,"1410 - Appliances, Furniture and Equipment","The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",927,Chadwell Supply,640.93,0.00,9999,09/18/2024,Chadwell - Black Refrigerator,Fridge,Approved,The Standard at 2690,"Appliances, Furniture and Equipment"
008104684,08/08/2024,09/07/2024,"1410 - Appliances, Furniture and Equipment","Midway Manor Apartments - 3626 Midway Road Decatur, GA 30032",F03,Chadwell Supply,"1,240.92",0.00,9999,09/17/2024,GOODMAN 2.0 TON 14.3 SEER2 R410A STRAIGHT COOL CONDENSING UNIT,,Approved,Midway Manor Apartments,"Appliances, Furniture and Equipment"
008104763,08/08/2024,09/07/2024,"1410 - Appliances, Furniture and Equipment","Midway Manor Apartments - 3626 Midway Road Decatur, GA 30032",G08,Chadwell Supply,722.52,0.00,9999,09/17/2024,AMANA 18 CU FT REFRIGERATOR - BLACK - ART308FFDB,,Approved,Midway Manor Apartments,"Appliances, Furniture and Equipment"
008102028,08/08/2024,09/07/2024,"1410 - Appliances, Furniture and Equipment","University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",20-051F,Chadwell Supply,669.64,0.00,9999,09/17/2024,EN6 40 DORS 40 GAL MEDIUM ELECTRIC WATER HEATER,,Approved,University Townhomes,"Appliances, Furniture and Equipment"
151255,08/08/2024,09/06/2024,"1410 - Appliances, Furniture and Equipment","Garden Court - 4060 Janice Drive East Point, GA 30344",GC-D03,CITY USED APPLIANCE,250.00,0.00,9BD8-E13A,08/13/2024,Fridge,Fridge,Exempt,Garden Court,"Appliances, Furniture and Equipment"
151254,08/08/2024,09/06/2024,"1410 - Appliances, Furniture and Equipment","Garden Court - 4060 Janice Drive East Point, GA 30344",GC-E04,CITY USED APPLIANCE,250.00,0.00,9BD8-E13A,08/13/2024,Fridge,,Exempt,Garden Court,"Appliances, Furniture and Equipment"
16144728-00,08/08/2024,09/07/2024,"1410 - Appliances, Furniture and Equipment","The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",803,Lowe's Pro Supply,513.19,0.00,290308214,09/18/2024,"AMANA 30"" ELEC RANGE",,Approved,The Standard at 2690,"Appliances, Furniture and Equipment"
008113710,08/09/2024,09/08/2024,"1410 - Appliances, Furniture and Equipment","Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",042,Chadwell Supply,"1,435.32",0.00,9999,09/17/2024,BROTHERS 2.0 TON 14.3 SEER2 R410A HEAT PUMP UNIT 042,,Approved,Castle Creek Apartments,"Appliances, Furniture and Equipment"
008111757,08/09/2024,09/08/2024,"1410 - Appliances, Furniture and Equipment","The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",503,Chadwell Supply,583.53,0.00,9999,09/18/2024,Chadwell Supply - 30G Hot water heater,Water Heater,Approved,The Standard at 2690,"Appliances, Furniture and Equipment"
3176,08/12/2024,08/20/2024,"1410 - Appliances, Furniture and Equipment","Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",117,Appliance Source,564.38,0.00,65E7-C307,09/11/2024,Appliance source - Whirlpool 30' fridge,,Approved,Infinity Magnolia LLC,"Appliances, Furniture and Equipment"
3177,08/12/2024,08/20/2024,"1410 - Appliances, Furniture and Equipment","Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",48,Appliance Source,611.68,0.00,65E7-C307,09/11/2024,Appliance Source - Hotpoint  Fridge 15.6 cu ft,,Approved,Infinity Magnolia LLC,"Appliances, Furniture and Equipment"
008103624,08/12/2024,09/11/2024,"1410 - Appliances, Furniture and Equipment","The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",525,Chadwell Supply,640.93,0.00,9999,09/18/2024,Chadwell - Black refrigerator,,Approved,The Standard at 2690,"Appliances, Furniture and Equipment"
008103795,08/12/2024,09/11/2024,"1410 - Appliances, Furniture and Equipment","The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",405,Chadwell Supply,640.93,0.00,9999,09/18/2024,Chadwell - White Refrigerator,Flooding,Approved,The Standard at 2690,"Appliances, Furniture and Equipment"
008103795,08/12/2024,09/11/2024,"1410 - Appliances, Furniture and Equipment","The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",405,Chadwell Supply,508.25,0.00,9999,09/18/2024,Chadwell - White Stove,Flooding,Approved,The Standard at 2690,"Appliances, Furniture and Equipment"
008103906,08/12/2024,09/11/2024,"1410 - Appliances, Furniture and Equipment","The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",531,Chadwell Supply,"1,149.18",0.00,9999,09/18/2024,Chadwell - Black refrigerator and stove,,Approved,The Standard at 2690,"Appliances, Furniture and Equipment"
1892,08/13/2024,08/13/2024,"1410 - Appliances, Furniture and Equipment","Infinity Magnolia 2, LLC - Morning Side Apartments - 2401 Jammes Road Jacksonville, FL 32210",29,Appliance Source,618.12,0.00,4435-71F8,08/17/2024,Replace fridge old fridge transfered with resident (Appliance Source),,Approved,"Infinity Magnolia 2, LLC","Appliances, Furniture and Equipment"
1892,08/13/2024,08/13/2024,"1410 - Appliances, Furniture and Equipment","Infinity Magnolia 2, LLC - Morning Side Apartments - 2401 Jammes Road Jacksonville, FL 32210",29,Appliance Source,564.38,0.00,4435-71F8,08/17/2024,Stove replace old one no good (Appliance Source),,Approved,"Infinity Magnolia 2, LLC","Appliances, Furniture and Equipment"
3226,08/13/2024,08/13/2024,"1410 - Appliances, Furniture and Equipment","Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",018,Appliance Source,729.00,0.00,20AC-AEF4,09/12/2024,REFRIGERATOR,,Approved,Castle Creek Apartments,"Appliances, Furniture and Equipment"
3226,08/13/2024,08/13/2024,"1410 - Appliances, Furniture and Equipment","Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",018,Appliance Source,637.20,0.00,20AC-AEF4,09/12/2024,STOVE,,Approved,Castle Creek Apartments,"Appliances, Furniture and Equipment"
3226,08/13/2024,08/13/2024,"1410 - Appliances, Furniture and Equipment","Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",018,Appliance Source,415.80,0.00,20AC-AEF4,09/12/2024,DISHWASHER,,Approved,Castle Creek Apartments,"Appliances, Furniture and Equipment"
3226,08/13/2024,08/13/2024,"1410 - Appliances, Furniture and Equipment","Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",018,Appliance Source,102.60,0.00,20AC-AEF4,09/12/2024,RANGE HOOD,,Approved,Castle Creek Apartments,"Appliances, Furniture and Equipment"
3226,08/13/2024,08/13/2024,"1410 - Appliances, Furniture and Equipment","Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",018,Appliance Source,24.30,0.00,20AC-AEF4,09/12/2024,3 PRONG RANGE CORD,,Approved,Castle Creek Apartments,"Appliances, Furniture and Equipment"
3226,08/13/2024,08/13/2024,"1410 - Appliances, Furniture and Equipment","Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",018,Appliance Source,30.24,0.00,20AC-AEF4,09/12/2024,DISHWASHER HOSE AND CORD,,Approved,Castle Creek Apartments,"Appliances, Furniture and Equipment"
3225,08/13/2024,08/13/2024,"1410 - Appliances, Furniture and Equipment","Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",022,Appliance Source,729.00,0.00,20AC-AEF4,09/12/2024,REFRIGERATOR,,Approved,Castle Creek Apartments,"Appliances, Furniture and Equipment"
3225,08/13/2024,08/13/2024,"1410 - Appliances, Furniture and Equipment","Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",022,Appliance Source,637.20,0.00,20AC-AEF4,09/12/2024,STOVE,,Approved,Castle Creek Apartments,"Appliances, Furniture and Equipment"
3225,08/13/2024,08/13/2024,"1410 - Appliances, Furniture and Equipment","Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",022,Appliance Source,415.80,0.00,20AC-AEF4,09/12/2024,DISHWASHER,,Approved,Castle Creek Apartments,"Appliances, Furniture and Equipment"
3225,08/13/2024,08/13/2024,"1410 - Appliances, Furniture and Equipment","Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",022,Appliance Source,102.60,0.00,20AC-AEF4,09/12/2024,RANGE HOOD,,Approved,Castle Creek Apartments,"Appliances, Furniture and Equipment"
3225,08/13/2024,08/13/2024,"1410 - Appliances, Furniture and Equipment","Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",022,Appliance Source,24.30,0.00,20AC-AEF4,09/12/2024,3 PRONG RANGE CORD,,Approved,Castle Creek Apartments,"Appliances, Furniture and Equipment"
3225,08/13/2024,08/13/2024,"1410 - Appliances, Furniture and Equipment","Castle Creek Apartments - 2435 Aylesbury Loop Decatur, GA 30034",022,Appliance Source,30.24,0.00,20AC-AEF4,09/12/2024,DISHWASHER HOSE AND CORD,,Approved,Castle Creek Apartments,"Appliances, Furniture and Equipment"
008126829,08/13/2024,09/12/2024,"1410 - Appliances, Furniture and Equipment","Buena Vista - 4610 North Armenia Ave Tampa, FL 33603",125,Chadwell Supply,"1,343.75",0.00,9999,09/12/2024,Washer and dryer machine replacement,,Approved,Buena Vista,"Appliances, Furniture and Equipment"
008126745,08/13/2024,09/12/2024,"1410 - Appliances, Furniture and Equipment","Infinity Reserve at Waters, LLC - 6100 Arlington Expressway Jacksonville, FL 32211",F104,Chadwell Supply,955.68,0.00,9999,10/16/2024,2 ton condenser,,Approved,"Infinity Reserve at Waters, LLC","Appliances, Furniture and Equipment"
008126720,08/13/2024,09/12/2024,"1410 - Appliances, Furniture and Equipment","Infinity Reserve at Waters, LLC - 6100 Arlington Expressway Jacksonville, FL 32211",M102,Chadwell Supply,955.68,0.00,9999,10/16/2024,Brothers 2 ton condenser,,Approved,"Infinity Reserve at Waters, LLC","Appliances, Furniture and Equipment"
008126732,08/13/2024,09/12/2024,"1410 - Appliances, Furniture and Equipment","Infinity Reserve at Waters, LLC - 6100 Arlington Expressway Jacksonville, FL 32211",Q302,Chadwell Supply,955.68,0.00,9999,10/16/2024,Brothers 2 ton condenser,,Approved,"Infinity Reserve at Waters, LLC","Appliances, Furniture and Equipment"
16120451,08/13/2024,09/12/2024,"1410 - Appliances, Furniture and Equipment","Infinity Magnolia 2, LLC - Morning Side Apartments - 2401 Jammes Road Jacksonville, FL 32210",30,Lowe's Pro Supply,278.13,0.00,9999,08/20/2024,Bathroom Vanity,,Exempt,"Infinity Magnolia 2, LLC","Appliances, Furniture and Equipment"
16174962-00,08/13/2024,09/12/2024,"1410 - Appliances, Furniture and Equipment","Laguna Place - 2109 Polo Club Dr Kissimmee, FL 34741",01-303,Lowe's Pro Supply,295.92,0.00,290456002,09/18/2024,H/P MICROWAVE/HOOD COMBO,,Exempt,Laguna Place,"Appliances, Furniture and Equipment"
16175000-00,08/13/2024,09/12/2024,"1410 - Appliances, Furniture and Equipment","Laguna Place - 2109 Polo Club Dr Kissimmee, FL 34741",17-201,Lowe's Pro Supply,426.67,0.00,294334230,10/15/2024,Dishwasher,,Approved,Laguna Place,"Appliances, Furniture and Equipment"
2078,08/14/2024,08/14/2024,"1410 - Appliances, Furniture and Equipment","Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",9b-169,Appliance Source,390.23,0.00,E308-F33E,08/19/2024,169 - dishwasher,,Exempt,Grove at Temple Terrace,"Appliances, Furniture and Equipment"
Furniture for Office,08/14/2024,08/14/2024,"1410 - Appliances, Furniture and Equipment","Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",,CAPITAL ONE BANK,165.54,0.00,1489,08/31/2024,Furniture for Office,,Approved,Parc Place Villas,"Appliances, Furniture and Equipment"
Furniture for Office,08/14/2024,08/14/2024,"1410 - Appliances, Furniture and Equipment","Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",,CAPITAL ONE BANK,328.61,0.00,1489,08/31/2024,Furniture for Office,,Approved,Parc Place Villas,"Appliances, Furniture and Equipment"
008133678,08/14/2024,09/13/2024,"1410 - Appliances, Furniture and Equipment","Midway Manor Apartments - 3626 Midway Road Decatur, GA 30032",F03,Chadwell Supply,333.72,0.00,9999,09/17/2024,AIRQUEST 1.5 TON CASED A COIL - EAM4X18L14A,,Exempt,Midway Manor Apartments,"Appliances, Furniture and Equipment"
16173008-00,08/14/2024,09/13/2024,"1410 - Appliances, Furniture and Equipment","The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",923,Lowe's Pro Supply,625.28,0.00,290308214,09/18/2024,FD 18 CU FT TOP-MOUNT FRIDGE BLACK FFTR1814WB,Bed Bugs,Approved,The Standard at 2690,"Appliances, Furniture and Equipment"
1610240600,08/14/2024,08/14/2024,"1410 - Appliances, Furniture and Equipment","Roselea Manor Apartments - 2714 Ridgewood Ave Sanford, FL 32773",63,Lowe's Pro Supply,-55.07,0.00,290102432,09/16/2024,Black Hood,,,Roselea Manor Apartments,"Appliances, Furniture and Equipment"
16182368-00,08/14/2024,09/13/2024,"1410 - Appliances, Furniture and Equipment","The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",623,Lowe's Pro Supply,625.28,0.00,9999,11/18/2024,Fridge,,Approved,The Standard at 2690,"Appliances, Furniture and Equipment"
INV 1008,08/14/2024,08/14/2024,"1410 - Appliances, Furniture and Equipment","Roselea Manor Apartments - 2714 Ridgewood Ave Sanford, FL 32773",23,Renolectric LLC,"1,800.00",0.00,E2E6-D9B0,09/06/2024,Bathroom Vanities,,Approved,Roselea Manor Apartments,"Appliances, Furniture and Equipment"
3236,08/15/2024,08/29/2024,"1410 - Appliances, Furniture and Equipment","Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",203,Appliance Source,564.38,0.00,65E7-C307,09/11/2024,Appliance source - Whirlpool 30' Electric Range,,Approved,Infinity Magnolia LLC,"Appliances, Furniture and Equipment"
3237,08/15/2024,08/15/2024,"1410 - Appliances, Furniture and Equipment","Infinity Magnolia 2, LLC - Morning Side Apartments - 2401 Jammes Road Jacksonville, FL 32210",79,Appliance Source,564.38,0.00,EA82-04D8,10/09/2024,Appliance Source- Stove- transfer last one to unit 54,,Approved,"Infinity Magnolia 2, LLC","Appliances, Furniture and Equipment"
008131184,08/15/2024,09/14/2024,"1410 - Appliances, Furniture and Equipment","Laguna Place - 2109 Polo Club Dr Kissimmee, FL 34741",16-104,Chadwell Supply,955.68,0.00,9999,09/12/2024,BROTHERS 2.0 TON 14.3 SEER2 R410A STRAIGHT COOL CONDENSING UNIT,,Approved,Laguna Place,"Appliances, Furniture and Equipment"
008137996,08/15/2024,09/14/2024,"1410 - Appliances, Furniture and Equipment","University Townhomes - 3239 Justina Rd. Unit 4 Jacksonville, FL 32277",1-002,Chadwell Supply,590.18,0.00,9999,09/17/2024,"HOTPOINT 30"" ELECTRIC RANGE - WHITE - RBS160DMWW",,Approved,University Townhomes,"Appliances, Furniture and Equipment"
3321,08/16/2024,08/30/2024,"1410 - Appliances, Furniture and Equipment","Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",7a-145,Appliance Source,390.23,0.00,2657-98A6,09/11/2024,New Black Dishwasher - Appliance Source,,Exempt,Grove at Temple Terrace,"Appliances, Furniture and Equipment"
3319,08/16/2024,08/30/2024,"1410 - Appliances, Furniture and Equipment","Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",5a-221,Appliance Source,618.13,0.00,1469-4834,09/13/2024,New Black Fridge - Appliance Source,,Approved,Grove at Temple Terrace,"Appliances, Furniture and Equipment"
3299,08/16/2024,08/30/2024,"1410 - Appliances, Furniture and Equipment","Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",7b-251,Appliance Source,618.13,0.00,1469-4834,09/13/2024,New Black Fridge - Appliance Source,,Approved,Grove at Temple Terrace,"Appliances, Furniture and Equipment"
008146152,08/16/2024,09/15/2024,"1410 - Appliances, Furniture and Equipment","Buena Vista - 4610 North Armenia Ave Tampa, FL 33603",,Chadwell Supply,235.56,0.00,9999,09/12/2024,HVAC equipment,,Approved,Buena Vista,"Appliances, Furniture and Equipment"
008150590,08/16/2024,09/15/2024,"1410 - Appliances, Furniture and Equipment","Buena Vista - 4610 North Armenia Ave Tampa, FL 33603",,Chadwell Supply,"1,857.61",0.00,9999,10/18/2024,HVAC equipment,,Approved,Buena Vista,"Appliances, Furniture and Equipment"
16189868-00,08/16/2024,09/15/2024,"1410 - Appliances, Furniture and Equipment","Laguna Place - 2109 Polo Club Dr Kissimmee, FL 34741",05-301,Lowe's Pro Supply,660.05,0.00,290456002,09/18/2024,Fridge,,Approved,Laguna Place,"Appliances, Furniture and Equipment"
16189868-00,08/16/2024,09/15/2024,"1410 - Appliances, Furniture and Equipment","Laguna Place - 2109 Polo Club Dr Kissimmee, FL 34741",05-202,Lowe's Pro Supply,660.05,0.00,290456002,09/18/2024,fridge,,Approved,Laguna Place,"Appliances, Furniture and Equipment"
3303,08/19/2024,08/27/2024,"1410 - Appliances, Furniture and Equipment","Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",115,Appliance Source,569.00,0.00,65E7-C307,09/11/2024,Appliance source - Whirlpool top Freezer 14.3,,Approved,Infinity Magnolia LLC,"Appliances, Furniture and Equipment"
3303,08/19/2024,08/27/2024,"1410 - Appliances, Furniture and Equipment","Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",115,Appliance Source,525.00,0.00,65E7-C307,09/11/2024,Appliance source -whirlpool 30' electric range,,Approved,Infinity Magnolia LLC,"Appliances, Furniture and Equipment"
3303,08/19/2024,08/27/2024,"1410 - Appliances, Furniture and Equipment","Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",115,Appliance Source,192.24,0.00,65E7-C307,09/11/2024,"Appliance source - 30' Ductless rangehood , cord",,Approved,Infinity Magnolia LLC,"Appliances, Furniture and Equipment"
008155807,08/19/2024,09/18/2024,"1410 - Appliances, Furniture and Equipment","The Standard at 2690 - 2690 Drew Street Clearwater, FL 33759",201,Chadwell Supply,"1,586.17",0.00,9999,09/18/2024,"AMANA 18 CU FT REFRIGERATOR - BLACK - ART308FFDB / HOTPOINT 30"" ELECTRIC RANGE - BLACK - RBS360DMBB /  AMANA 24"" DISHWASHER - BLACK - ADB1400AMB /30"" BLACK DUCTLESS RANGEHOOD",,Approved,The Standard at 2690,"Appliances, Furniture and Equipment"
5971809 / H0265-307868,08/19/2024,08/19/2024,"1410 - Appliances, Furniture and Equipment","Laguna Place - 2109 Polo Club Dr Kissimmee, FL 34741",,HOME DEPOT CREDIT CARD SERVICES,235.43,0.00,9999,09/15/2024,Portable AC for emergencies,,Exempt,Laguna Place,"Appliances, Furniture and Equipment"
3302,08/20/2024,08/20/2024,"1410 - Appliances, Furniture and Equipment","Infinity Magnolia 2, LLC - Morning Side Apartments - 2401 Jammes Road Jacksonville, FL 32210",33,Appliance Source,564.38,0.00,3C7B-F13A,09/11/2024,Appliance Source: Stove,,Approved,"Infinity Magnolia 2, LLC","Appliances, Furniture and Equipment"
3330,08/21/2024,08/21/2024,"1410 - Appliances, Furniture and Equipment","Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",K7105B (2X1),Appliance Source,405.28,0.00,1117-DFD0,09/11/2024,New dishwasher - Appliance Source,,Approved,Parc Place Villas,"Appliances, Furniture and Equipment"
3343,08/21/2024,09/03/2024,"1410 - Appliances, Furniture and Equipment","Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",T6920C (1X1M),Appliance Source,390.23,0.00,1117-DFD0,09/11/2024,New Dishwasher - Appliance Source,,Exempt,Parc Place Villas,"Appliances, Furniture and Equipment"
Amazon Furniture Order,08/21/2024,08/21/2024,"1410 - Appliances, Furniture and Equipment","Parc Place Villas - 6919 Bonair Drive Tampa, FL 33617",,CAPITAL ONE BANK,-401.40,0.00,1507,10/11/2024,Amazon Furniture Order,,,Parc Place Villas,"Appliances, Furniture and Equipment"
