Purchase Order Number,Property,Description,GL Account,Unit Name,Vendor,Approval Status,Last Approver,Last Approved On,Created At,Required By,Order Submitted Date,Received,Completed,Sum of Bills,Amount,All Bills,Billed Amount (Line Item),Property Name
16443,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",Renolectric-trash out,6210 - Repair,411-113,,Pending (1 of 2),,,04/09/2025,,,No,No,,275.00,,,Clear Lake Palms
16443,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",Renolectric-kitchen resurfacing,6210 - Repair,411-113,,Pending (1 of 2),,,04/09/2025,,,No,No,,300.00,,,Clear Lake Palms
16443,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",Renolectric-punch,6210 - Repair,411-113,,Pending (1 of 2),,,04/09/2025,,,No,No,,300.00,,,Clear Lake Palms
16443,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",Renolectric- bathtub resurfacing,,411-113,,Pending (1 of 2),,,04/09/2025,,,No,No,,300.00,,,Clear Lake Palms
16443,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",Enrich services-stove and fridge,"1410 - Appliances, Furniture and Equipment",411-113,,Pending (1 of 2),,,04/09/2025,,,No,No,,510.00,,,Clear Lake Palms
16443,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",Adriana Bowen- housekeeping,6223 - Cleaning - Vacant Units,411-113,,Pending (1 of 2),,,04/09/2025,,,No,No,,110.00,,,Clear Lake Palms
16443,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",Chadwell- supplies for punch,,411-113,,Pending (1 of 2),,,04/09/2025,,,No,No,,0.00,,,Clear Lake Palms
16443,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",Renolectric- full pain + ceiling,6210 - Repair,411-113,,Pending (1 of 2),,,04/09/2025,,,No,No,,"1,100.00",,,Clear Lake Palms
16475,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",appliances installation,"1410 - Appliances, Furniture and Equipment",415-111,"ENRICH SERVICES,LLC.",Exempt,,,04/09/2025,,,No,No,200.00,200.00,200.00,,Clear Lake Palms
16477,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",home maintenance supply,6730 - Supplies Repairs and Maintenance,437-206,Chadwell Supply,Exempt,,,04/09/2025,,,No,No,98.66,98.66,98.66,,Clear Lake Palms
16479,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",maintenance supply for ac,,421-107,Chadwell Supply,Exempt,,,04/09/2025,,,No,No,33.68,33.68,33.68,,Clear Lake Palms
16482,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",supply for repair,6730 - Supplies Repairs and Maintenance,405-202,Chadwell Supply,Exempt,,,04/09/2025,,,No,No,167.03,167.03,167.03,,Clear Lake Palms
16484,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",Chadwel - Brothers 2.0 TON Condenser,1405 - Building Improvements,407-106,Chadwell Supply,Approved,Bibiana Sarmiento,04/10/2025,04/09/2025,,,No,No,951.23,951.23,951.23,,Clear Lake Palms
16534,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",Chadwell- white register,6730 - Supplies Repairs and Maintenance,421-202,Chadwell Supply,Exempt,,,04/10/2025,,,No,No,41.97,41.97,41.97,,Clear Lake Palms
16535,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",CHADWELL-SUPPLIES FOR REPAIRS,6730 - Supplies Repairs and Maintenance,431-103,,Exempt,,,04/10/2025,,,No,No,214.41,0.00,214.41,,Clear Lake Palms
16573,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",Chadwell- two toilets,6730 - Supplies Repairs and Maintenance,405-101,,Exempt,,,04/11/2025,,,No,No,334.05,334.05,334.05,334.05,Clear Lake Palms
16846,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",Home depot- supplies for repairs WO,6730 - Supplies Repairs and Maintenance,Clear Lake Palms,HOME DEPOT CREDIT CARD SERVICES,Exempt,,,04/18/2025,,,No,No,290.42,290.42,290.42,,Clear Lake Palms
16848,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",home depot-supplies,6730 - Supplies Repairs and Maintenance,Clear Lake Palms,,Exempt,,,04/18/2025,,,No,No,77.50,77.50,77.50,,Clear Lake Palms
16851,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",home depot- supplies for repairs private unit,6730 - Supplies Repairs and Maintenance,Clear Lake Palms,,Exempt,,,04/18/2025,,,No,No,328.34,328.34,328.34,,Clear Lake Palms
16852,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",Home depot- supplies for mold,6730 - Supplies Repairs and Maintenance,Clear Lake Palms,,Exempt,,,04/18/2025,,,No,No,42.68,42.68,42.68,,Clear Lake Palms
16853,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",home depot-supplies for privates repair,6730 - Supplies Repairs and Maintenance,Clear Lake Palms,,Exempt,,,04/18/2025,,,No,No,96.21,96.21,96.21,,Clear Lake Palms
16855,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",Chadwell-supplies for WO repair,6730 - Supplies Repairs and Maintenance,437-114,,Exempt,,,04/18/2025,,,No,No,304.76,304.76,304.76,,Clear Lake Palms
16856,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",home depot-supplies for repairs,6730 - Supplies Repairs and Maintenance,Clear Lake Palms,,Exempt,,,04/18/2025,,,No,No,,213.80,,,Clear Lake Palms
16858,"Clear Lake Palms - 401 Executive Center Drive West Palm Beach, FL 33401",Enrich services-Duck cleaning,6210 - Repair,437-109,"ENRICH SERVICES,LLC.",Exempt,,,04/18/2025,,,No,No,280.00,280.00,280.00,,Clear Lake Palms
13927,"Collins Shopping Plaza - 6772 - 6812  Collins Ave. Miami Beach FL 33141 Miami Beach, FL 33141",DVB25-1080 Application,7465 - Permits Fee,Collins Shopping Plaza,,Approved,Mordechai Levenberg,01/15/2025,01/15/2025,,,No,No,,"3,304.00",,"3,304.00",Collins Shopping Plaza
13983,"Collins Shopping Plaza - 6772 - 6812  Collins Ave. Miami Beach FL 33141 Miami Beach, FL 33141",Install new breaker 20 amp,6730 - Supplies Repairs and Maintenance,Collins Shopping Plaza,JMR Electric services LLC,Approved,Mark Katz,01/21/2025,01/16/2025,01/16/2025,,No,No,740.00,40.00,740.00,40.00,Collins Shopping Plaza
13985,"Collins Shopping Plaza - 6772 - 6812  Collins Ave. Miami Beach FL 33141 Miami Beach, FL 33141",Parking Curbs Repainting,6210 - Repair,Collins Shopping Plaza,Florida Painting Company,Approved,Mark Katz,01/21/2025,01/16/2025,,,No,No,,750.00,,,Collins Shopping Plaza
14094,"Collins Shopping Plaza - 6772 - 6812  Collins Ave. Miami Beach FL 33141 Miami Beach, FL 33141",Survey For DRB25-1080,6563 - Professional Fees-Office Administration,Collins Shopping Plaza,FORD ARMENTEROS AND FERNANDEZ INC,Approved,Mordechai Levenberg,01/22/2025,01/22/2025,01/27/2025,,No,No,"2,250.00","2,250.00",2250.00,"2,250.00",Collins Shopping Plaza
14290,"Collins Shopping Plaza - 6772 - 6812  Collins Ave. Miami Beach FL 33141 Miami Beach, FL 33141",One Roof replacement - The larger roof,,Collins Shopping Plaza,Rubenstein Construction Company LLC,Approved,Morde Benzaquen,02/03/2025,01/29/2025,,,No,No,"84,255.00","84,255.00",84255.00,"84,255.00",Collins Shopping Plaza
14498,"Collins Shopping Plaza - 6772 - 6812  Collins Ave. Miami Beach FL 33141 Miami Beach, FL 33141","Stucco Repairs and Full Repaint -back and side walls by gargabe -repairs where paint is chipping, or stucco is cracking",6210 - Repair,Collins Shopping Plaza,Florida Painting Company,Approved,Morde Benzaquen,02/10/2025,02/06/2025,02/14/2025,,No,No,"6,000.00","4,400.00",6000.00,"4,400.00",Collins Shopping Plaza
14498,"Collins Shopping Plaza - 6772 - 6812  Collins Ave. Miami Beach FL 33141 Miami Beach, FL 33141",Roof Partial Cleanup -rusted AC beams to be cleaned from rust and painted.,6210 - Repair,Collins Shopping Plaza,Florida Painting Company,Approved,Morde Benzaquen,02/10/2025,02/06/2025,02/14/2025,,No,No,"6,000.00","1,600.00",6000.00,"1,600.00",Collins Shopping Plaza
15167,"Collins Shopping Plaza - 6772 - 6812  Collins Ave. Miami Beach FL 33141 Miami Beach, FL 33141","Apply sealer in a 15,550 sqft area",1405 - Building Improvements,Collins Shopping Plaza,,Approved,Mordechai Levenberg,03/03/2025,02/27/2025,,,No,No,"5,379.00","4,500.00",5379.00,"4,500.00",Collins Shopping Plaza
15167,"Collins Shopping Plaza - 6772 - 6812  Collins Ave. Miami Beach FL 33141 Miami Beach, FL 33141","restripe, paint bumper stops and curbs",1405 - Building Improvements,Collins Shopping Plaza,,Approved,Mordechai Levenberg,03/03/2025,02/27/2025,,,No,No,"5,379.00",500.00,5379.00,500.00,Collins Shopping Plaza
15167,"Collins Shopping Plaza - 6772 - 6812  Collins Ave. Miami Beach FL 33141 Miami Beach, FL 33141",Curb Repair Service,1405 - Building Improvements,Collins Shopping Plaza,,Approved,Mordechai Levenberg,03/03/2025,02/27/2025,,,No,No,"5,379.00",379.00,5379.00,379.00,Collins Shopping Plaza
15167,"Collins Shopping Plaza - 6772 - 6812  Collins Ave. Miami Beach FL 33141 Miami Beach, FL 33141",Stenciling for Bumper Stops,6210 - Repair,Collins Shopping Plaza,,Approved,Mordechai Levenberg,03/03/2025,02/27/2025,,,No,No,"5,379.00",0.00,5379.00,0.00,Collins Shopping Plaza
15228,"Collins Shopping Plaza - 6772 - 6812  Collins Ave. Miami Beach FL 33141 Miami Beach, FL 33141",Safe letter,6563 - Professional Fees-Office Administration,Collins Shopping Plaza,,Approved,Mark Katz,03/03/2025,03/03/2025,,,No,No,500.00,500.00,500.00,,Collins Shopping Plaza
13702,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Mailbox locks - Chadwell,6730 - Supplies Repairs and Maintenance,Grove at Temple Terrace,Chadwell Supply,Exempt,,,01/06/2025,,,No,No,399.96,399.96,399.96,399.96,Grove at Temple Terrace
13704,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",New air handler - Chadwell,"1410 - Appliances, Furniture and Equipment",4b-138,Chadwell Supply,Approved,David  Patino,01/06/2025,01/06/2025,,,No,No,"1,167.24","1,167.24",1167.24,"1,167.24",Grove at Temple Terrace
13769,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Gate Repair - Fix and Go,1405 - Building Improvements,Grove at Temple Terrace,FIX AND GO GATE & GARAGE DOOR SERVICES INC,Approved,Morde Benzaquen,01/10/2025,01/08/2025,,,No,No,"29,731.94","26,278.38",29731.94,"29,731.94",Grove at Temple Terrace
13773,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Gutter Cleaning - Danny,1405 - Building Improvements,Grove at Temple Terrace,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/09/2025,01/08/2025,,,No,No,"4,600.00","4,600.00",4600.00,"4,600.00",Grove at Temple Terrace
13782,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Supplies needed - Chadwell,6730 - Supplies Repairs and Maintenance,Grove at Temple Terrace,Chadwell Supply,Exempt,,,01/08/2025,,,No,No,393.92,393.92,393.92,393.92,Grove at Temple Terrace
13807,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Full Paint/Drywall Repair/ Punch - Evolution,6210 - Repair,8b-258,EVOLUTION REINFORCING LLC,Approved,Mordechai Levenberg,01/10/2025,01/09/2025,,,No,No,"2,000.00","2,000.00",2000.00,"2,000.00",Grove at Temple Terrace
13808,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Full paint/Drywall Repair/punch - Evolution,6210 - Repair,4a-120,EVOLUTION REINFORCING LLC,Approved,Mordechai Levenberg,01/10/2025,01/09/2025,,,No,No,"2,000.00","2,000.00",2000.00,"2,000.00",Grove at Temple Terrace
13809,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Full Paint/ Drywall repair and punch,6210 - Repair,5b-135,EVOLUTION REINFORCING LLC,Approved,Mordechai Levenberg,01/10/2025,01/09/2025,01/09/2025,,No,No,"2,000.00","2,000.00",2000.00,"2,000.00",Grove at Temple Terrace
13810,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Full Paint/Drywall repair and punch - Evolution,6210 - Repair,2a-106,EVOLUTION REINFORCING LLC,Approved,Mordechai Levenberg,01/10/2025,01/09/2025,01/09/2025,,No,No,"2,000.00","2,000.00",2000.00,"2,000.00",Grove at Temple Terrace
13811,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",full paint/drywall repair and punch - Evolution,6210 - Repair,5b-137,EVOLUTION REINFORCING LLC,Approved,Mordechai Levenberg,01/10/2025,01/09/2025,01/09/2025,,No,No,"2,000.00","2,000.00",2000.00,"2,000.00",Grove at Temple Terrace
13812,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Supplies needed for repairs - Chadwell,6210 - Repair,Grove at Temple Terrace,Chadwell Supply,Exempt,,,01/09/2025,,,No,No,302.45,302.45,302.45,302.45,Grove at Temple Terrace
13844,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Golf cars repairs -  Golf cars of tampa bay,6210 - Repair,Grove at Temple Terrace,"Golf Cars of Tampa Bay, Inc",Approved,Mordechai Levenberg,01/13/2025,01/10/2025,,,No,No,"3,766.40","3,766.40",3766.40,"3,766.40",Grove at Temple Terrace
13846,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Bathroom ceiling repair - Danny,6210 - Repair,4a-126,Danny Remodeling & Quality Painting LLC,Exempt,,,01/10/2025,,,No,No,320.00,320.00,320.00,320.00,Grove at Temple Terrace
13887,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",New Air Handler - Chadwell,"1410 - Appliances, Furniture and Equipment",11a-276,Chadwell Supply,Approved,David  Patino,01/13/2025,01/13/2025,,,No,No,"1,113.98","1,113.98",1113.98,"1,113.98",Grove at Temple Terrace
13898,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",New Shed door - AAA1 GARAGE DOORS,6210 - Repair,Grove at Temple Terrace,AAA1 Garage Doors Llc,Approved,David  Patino,01/13/2025,01/13/2025,,,No,No,"1,475.00","1,475.00",1475.00,"1,475.00",Grove at Temple Terrace
13914,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Annual fire extinguishers and hydrant inspection - Danny,6330 - Fire Safety,Grove at Temple Terrace,"FIRE PROTECTION , COX",Approved,Mordechai Levenberg,01/15/2025,01/14/2025,,,No,No,,"1,921.09",,,Grove at Temple Terrace
14028,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",New condenser - Chadwell,"1410 - Appliances, Furniture and Equipment",11a-276,Chadwell Supply,Approved,David  Patino,01/17/2025,01/17/2025,,,No,No,"1,223.69","1,223.69",1223.69,"1,223.69",Grove at Temple Terrace
14029,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Pressure washing equipment - Chadwell,6730 - Supplies Repairs and Maintenance,Grove at Temple Terrace,Chadwell Supply,Exempt,,,01/17/2025,,,No,No,316.11,316.11,316.11,316.11,Grove at Temple Terrace
14031,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Supplies needed for improvements - Chadwell,6730 - Supplies Repairs and Maintenance,Grove at Temple Terrace,Chadwell Supply,Exempt,,,01/17/2025,,,No,No,378.44,378.44,378.44,378.44,Grove at Temple Terrace
14032,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Supplies needed for improvement - Chadwell,6730 - Supplies Repairs and Maintenance,Grove at Temple Terrace,Chadwell Supply,Exempt,,,01/17/2025,,,No,No,370.52,370.52,370.52,370.52,Grove at Temple Terrace
14041,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Kitchen Cabinet Paint - Danny,6210 - Repair,5b-137,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/23/2025,01/19/2025,,,No,No,"4,048.23",350.00,"1910.00, 2138.23",350.00,Grove at Temple Terrace
14041,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Kitchen countertop resurface - dANNY,6210 - Repair,5b-137,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/23/2025,01/19/2025,,,No,No,"4,048.23",230.00,"1910.00, 2138.23",230.00,Grove at Temple Terrace
14041,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Kitchen backsplash - Danny,6210 - Repair,5b-137,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/23/2025,01/19/2025,,,No,No,"4,048.23",210.00,"1910.00, 2138.23",210.00,Grove at Temple Terrace
14041,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Tub and Tile resurface -Danny,6210 - Repair,5b-137,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/23/2025,01/19/2025,,,No,No,"4,048.23",530.00,"1910.00, 2138.23",530.00,Grove at Temple Terrace
14041,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Bathroom countertop and sink resurface - Danny,6210 - Repair,5b-137,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/23/2025,01/19/2025,,,No,No,"4,048.23",230.00,"1910.00, 2138.23",230.00,Grove at Temple Terrace
14041,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Bathroom cabinet paint - Danny,6210 - Repair,5b-137,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/23/2025,01/19/2025,,,No,No,"4,048.23",200.00,"1910.00, 2138.23",200.00,Grove at Temple Terrace
14041,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Flooring and Carpet Replacement - Martinez,1405 - Building Improvements,5b-137,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/23/2025,01/19/2025,,,No,No,"4,048.23","2,284.77","1910.00, 2138.23","2,138.23",Grove at Temple Terrace
14041,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Full Cleaning - Danny,6251 - Cleaning Services,5b-137,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/23/2025,01/19/2025,,,No,No,"4,048.23",160.00,"1910.00, 2138.23",160.00,Grove at Temple Terrace
14042,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Full paint/Ceiling paint - Danny,6210 - Repair,1b-5424,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/22/2025,01/19/2025,,,No,No,"5,056.00",670.00,"533.76, 400.00, 2607.24, 1515.00",670.00,Grove at Temple Terrace
14042,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Ceiling drywall repair - Danny,6210 - Repair,1b-5424,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/22/2025,01/19/2025,,,No,No,"5,056.00",400.00,"533.76, 400.00, 2607.24, 1515.00",400.00,Grove at Temple Terrace
14042,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Tub and tile resurface - Danny,6210 - Repair,1b-5424,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/22/2025,01/19/2025,,,No,No,"5,056.00",265.00,"533.76, 400.00, 2607.24, 1515.00",265.00,Grove at Temple Terrace
14042,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Flooring and carpet exchange - Martinez,6210 - Repair,1b-5424,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/22/2025,01/19/2025,,,No,No,"5,056.00","2,607.24","533.76, 400.00, 2607.24, 1515.00","2,607.24",Grove at Temple Terrace
14042,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Full cleaning - Danny,6210 - Repair,1b-5424,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/22/2025,01/19/2025,,,No,No,"5,056.00",180.00,"533.76, 400.00, 2607.24, 1515.00",180.00,Grove at Temple Terrace
14042,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617","Door, vanity set, faucet and accessories - Chadwell",1405 - Building Improvements,1b-5424,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/22/2025,01/19/2025,,,No,No,"5,056.00",533.76,"533.76, 400.00, 2607.24, 1515.00",533.76,Grove at Temple Terrace
14102,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",New Pressure wash - Home Depot,"1410 - Appliances, Furniture and Equipment",Grove at Temple Terrace,HOME DEPOT CREDIT CARD SERVICES,Approved,David  Patino,01/22/2025,01/22/2025,,,No,No,904.19,904.19,904.19,904.19,Grove at Temple Terrace
14108,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Supplies for repairs - Chadwell,6730 - Supplies Repairs and Maintenance,Grove at Temple Terrace,Chadwell Supply,Exempt,,,01/23/2025,,,No,No,392.78,392.78,392.78,392.78,Grove at Temple Terrace
14112,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Mulch for common areas - Lowes Pro,1405 - Building Improvements,Grove at Temple Terrace,Lowe's Pro Supply,Exempt,,,01/23/2025,,,No,No,,333.54,,,Grove at Temple Terrace
14126,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",bathtub/tile resurface guest bathroom - Danny,6210 - Repair,2b-218,Danny Remodeling & Quality Painting LLC,Approved,David  Patino,01/24/2025,01/23/2025,,,No,No,583.59,265.00,"90.00, 68.59, 425.00",265.00,Grove at Temple Terrace
14126,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",hood range - chadwell,6272 - Appliances Repair/Parts/Replace,2b-218,Danny Remodeling & Quality Painting LLC,Approved,David  Patino,01/24/2025,01/23/2025,,,No,No,583.59,68.59,"90.00, 68.59, 425.00",68.59,Grove at Temple Terrace
14126,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Carpet clean - creative,6220 - Carpet Cleaning,2b-218,Danny Remodeling & Quality Painting LLC,Approved,David  Patino,01/24/2025,01/23/2025,,,No,No,583.59,65.00,"90.00, 68.59, 425.00",,Grove at Temple Terrace
14126,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",apartment clean - Danny,6251 - Cleaning Services,2b-218,Danny Remodeling & Quality Painting LLC,Approved,David  Patino,01/24/2025,01/23/2025,,,No,No,583.59,160.00,"90.00, 68.59, 425.00",160.00,Grove at Temple Terrace
14216,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Office supplies - Quills,7420 - Office Supplies,Grove at Temple Terrace,QUILL.COM,Exempt,,,01/27/2025,,,No,No,42.46,42.46,42.46,,Grove at Temple Terrace
14222,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Supplies needed - Chadwell,6730 - Supplies Repairs and Maintenance,Grove at Temple Terrace,Chadwell Supply,Approved,David  Patino,01/27/2025,01/27/2025,,,No,No,982.31,982.31,982.31,,Grove at Temple Terrace
14259,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Bathroom Ceiling Repair - Danny,6210 - Repair,6b-148,Danny Remodeling & Quality Painting LLC,Exempt,,,01/28/2025,,,No,No,390.00,390.00,390.00,390.00,Grove at Temple Terrace
14299,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",kitchen cabinet paint - Danny,6210 - Repair,8b-258,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/29/2025,01/29/2025,,,No,No,"3,206.57",350.00,"1210.00, 1996.57",350.00,Grove at Temple Terrace
14299,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",bathtub and tile resurface,6210 - Repair,8b-258,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/29/2025,01/29/2025,,,No,No,"3,206.57",265.00,"1210.00, 1996.57",265.00,Grove at Temple Terrace
14299,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",bathroom countertop and sink resurface,6210 - Repair,8b-258,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/29/2025,01/29/2025,,,No,No,"3,206.57",115.00,"1210.00, 1996.57",115.00,Grove at Temple Terrace
14299,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",bathroom cabinet paint,,8b-258,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/29/2025,01/29/2025,,,No,No,"3,206.57",100.00,"1210.00, 1996.57",100.00,Grove at Temple Terrace
14299,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",new flooring and carpet,,8b-258,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/29/2025,01/29/2025,,,No,No,"3,206.57","2,120.44","1210.00, 1996.57","1,996.57",Grove at Temple Terrace
14299,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",full apartment cleaning,,8b-258,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/29/2025,01/29/2025,,,No,No,"3,206.57",130.00,"1210.00, 1996.57",130.00,Grove at Temple Terrace
14299,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",kitchen countertop resurface,,8b-258,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/29/2025,01/29/2025,,,No,No,"3,206.57",250.00,"1210.00, 1996.57",250.00,Grove at Temple Terrace
14318,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Supplies needed - Chadwell,6730 - Supplies Repairs and Maintenance,Grove at Temple Terrace,Chadwell Supply,Exempt,,,01/29/2025,,,No,No,277.26,277.26,277.26,277.26,Grove at Temple Terrace
14321,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Supplies needed - Chadwell,6730 - Supplies Repairs and Maintenance,Grove at Temple Terrace,Chadwell Supply,Approved,Mordechai Levenberg,01/30/2025,01/29/2025,,,No,No,"1,692.66","1,692.66",1692.66,"1,692.66",Grove at Temple Terrace
14322,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Supplies needed - Chadwell,6730 - Supplies Repairs and Maintenance,Grove at Temple Terrace,Chadwell Supply,Approved,Mordechai Levenberg,01/30/2025,01/29/2025,,,No,No,"1,599.54","1,599.54",1599.54,"1,599.54",Grove at Temple Terrace
14333,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Supplies needed for pressure washing - Chadwell,6730 - Supplies Repairs and Maintenance,Grove at Temple Terrace,Chadwell Supply,Exempt,,,01/30/2025,,,No,No,142.07,142.07,142.07,142.07,Grove at Temple Terrace
14338,"Grove at Temple Terrace - 8741 Grove Terrace Temple Terrace, FL 33617",Apt 165 Plumbing Emergency - Danny,6210 - Repair,9a-165,Danny Remodeling & Quality Painting LLC,Approved,Mordechai Levenberg,01/30/2025,01/30/2025,,,No,No,,"2,800.00",,,Grove at Temple Terrace
